Gene.name.mouse,Gene.stable.ID.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high.,Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.1.human
Slc37a1,ENSMUSG00000024036,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1 [Source:MGI Symbol;Acc:MGI:2446181]",17,31505766,31569713,1,ortholog_one2one,1,SLC37A1,ENSG00000160190,solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024],21,42496008,42581440,1
Seh1l,ENSMUSG00000079614,SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374],18,67907946,67928557,1,ortholog_one2one,1,SEH1L,ENSG00000085415,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379],18,12947133,12987536,1
Gpr137c,ENSMUSG00000049092,G protein-coupled receptor 137C [Source:MGI Symbol;Acc:MGI:1917963],14,45457174,45520182,1,ortholog_one2one,1,GPR137C,ENSG00000180998,G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445],14,52552836,52637713,1
Rbm17,ENSMUSG00000037197,RNA binding motif protein 17 [Source:MGI Symbol;Acc:MGI:1924188],2,11590248,11608964,-1,ortholog_one2one,1,RBM17,ENSG00000134453,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944],10,6089034,6117457,1
Htr2c,ENSMUSG00000041380,5-hydroxytryptamine (serotonin) receptor 2C [Source:MGI Symbol;Acc:MGI:96281],X,145745509,145980273,1,ortholog_one2one,1,HTR2C,ENSG00000147246,5-hydroxytryptamine receptor 2C [Source:HGNC Symbol;Acc:HGNC:5295],X,114584078,114910061,1
Dgat2l6,ENSMUSG00000067597,diacylglycerol O-acyltransferase 2-like 6 [Source:MGI Symbol;Acc:MGI:3045268],X,99568444,99589750,1,ortholog_one2one,1,DGAT2L6,ENSG00000184210,diacylglycerol O-acyltransferase 2 like 6 [Source:HGNC Symbol;Acc:HGNC:23250],X,70177483,70205704,1
Wasf3,ENSMUSG00000029636,"WASP family, member 3 [Source:MGI Symbol;Acc:MGI:2658986]",5,146321795,146410425,1,ortholog_one2one,1,WASF3,ENSG00000132970,WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734],13,26557683,26688948,1
Gm20458,ENSMUSG00000090996,predicted gene 20458 [Source:MGI Symbol;Acc:MGI:5141923],2,164302887,164332680,1,ortholog_one2one,1,SYS1-DBNDD2,ENSG00000254806,SYS1-DBNDD2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33535],20,45363200,45410610,1
Angpt4,ENSMUSG00000027460,angiopoietin 4 [Source:MGI Symbol;Acc:MGI:1336887],2,151753130,151787257,1,ortholog_one2one,1,ANGPT4,ENSG00000101280,angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487],20,869900,916334,-1
Ufm1,ENSMUSG00000027746,ubiquitin-fold modifier 1 [Source:MGI Symbol;Acc:MGI:1915140],3,53760797,53771251,-1,ortholog_one2one,1,UFM1,ENSG00000120686,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597],13,38349849,38363619,1
Evc,ENSMUSG00000029122,EvC ciliary complex subunit 1 [Source:MGI Symbol;Acc:MGI:1890596],5,37446442,37494238,-1,ortholog_one2one,1,EVC,ENSG00000072840,EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497],4,5711201,5814305,1
Gtse1,ENSMUSG00000022385,G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755],15,85743946,85760774,1,ortholog_one2one,1,GTSE1,ENSG00000075218,G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698],22,46296870,46330810,1
Phactr3,ENSMUSG00000027525,phosphatase and actin regulator 3 [Source:MGI Symbol;Acc:MGI:1921439],2,177760768,177980285,1,ortholog_one2one,1,PHACTR3,ENSG00000087495,phosphatase and actin regulator 3 [Source:HGNC Symbol;Acc:HGNC:15833],20,59577509,59847711,1
Atxn10,ENSMUSG00000016541,ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293],15,85220446,85347413,1,ortholog_one2one,1,ATXN10,ENSG00000130638,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549],22,45671798,45845307,1
Bach1,ENSMUSG00000025612,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:MGI Symbol;Acc:MGI:894680]",16,87495833,87530234,1,ortholog_one2one,1,BACH1,ENSG00000156273,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935],21,29194071,29630751,1
Parvg,ENSMUSG00000022439,"parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]",15,84208227,84227179,1,ortholog_one2one,1,PARVG,ENSG00000138964,parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654],22,44172956,44219533,1
Rbbp9,ENSMUSG00000027428,"retinoblastoma binding protein 9, serine hydrolase [Source:MGI Symbol;Acc:MGI:1347074]",2,144384185,144392789,-1,ortholog_one2one,1,RBBP9,ENSG00000089050,"RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]",20,18486540,18497225,-1
Gm24451,ENSMUSG00000065287,"predicted gene, 24451 [Source:MGI Symbol;Acc:MGI:5454228]",2,130118157,130118289,1,ortholog_one2one,1,SNORA51,ENSG00000271798,"small nucleolar RNA, H/ACA box 51 [Source:HGNC Symbol;Acc:HGNC:32644]",20,2655067,2655198,1
Foxa1,ENSMUSG00000035451,forkhead box A1 [Source:MGI Symbol;Acc:MGI:1347472],12,57587414,57593702,-1,ortholog_one2one,1,FOXA1,ENSG00000129514,forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021],14,37589552,37596059,-1
Sim2,ENSMUSG00000062713,single-minded family bHLH transcription factor 2 [Source:MGI Symbol;Acc:MGI:98307],16,93885790,93927891,1,ortholog_one2one,1,SIM2,ENSG00000159263,SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883],21,36699115,36749917,1
Pomp,ENSMUSG00000029649,proteasome maturation protein [Source:MGI Symbol;Acc:MGI:1913787],5,147797271,147813266,1,ortholog_one2one,1,POMP,ENSG00000132963,proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330],13,28659104,28678959,1
Ywhab,ENSMUSG00000018326,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]",2,163836880,163860508,1,ortholog_one2one,1,YWHAB,ENSG00000166913,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849],20,44885702,44908532,1
Ubac2,ENSMUSG00000041765,ubiquitin associated domain containing 2 [Source:MGI Symbol;Acc:MGI:1916139],14,122116032,122258446,1,ortholog_one2one,1,UBAC2,ENSG00000134882,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486],13,99200774,99386504,1
Rab27b,ENSMUSG00000024511,"RAB27B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1931295]",18,70112202,70274676,-1,ortholog_one2one,1,RAB27B,ENSG00000041353,"RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]",18,54717860,54895516,1
Son,ENSMUSG00000022961,Son DNA binding protein [Source:MGI Symbol;Acc:MGI:98353],16,91444394,91476109,1,ortholog_one2one,1,SON,ENSG00000159140,SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183],21,33543038,33577481,1
Rps6ka5,ENSMUSG00000021180,"ribosomal protein S6 kinase, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1920336]",12,100514698,100693242,-1,ortholog_one2one,1,RPS6KA5,ENSG00000100784,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434],14,90847861,91060641,-1
B3glct,ENSMUSG00000051950,beta-3-glucosyltransferase [Source:MGI Symbol;Acc:MGI:2685903],5,149601695,149686064,1,ortholog_one2one,1,B3GLCT,ENSG00000187676,beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207],13,31199975,31332276,1
Snx6,ENSMUSG00000005656,sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433],12,54793134,54842488,-1,ortholog_one2one,1,SNX6,ENSG00000129515,sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970],14,34561093,34630160,-1
Cldn8,ENSMUSG00000050520,claudin 8 [Source:MGI Symbol;Acc:MGI:1859286],16,88357716,88360071,-1,ortholog_one2one,1,CLDN8,ENSG00000156284,claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050],21,30214006,30216097,-1
Zfp280b,ENSMUSG00000049764,zinc finger protein 280B [Source:MGI Symbol;Acc:MGI:1927865],10,75868484,75879068,1,ortholog_one2one,1,ZNF280B,ENSG00000275004,zinc finger protein 280B [Source:HGNC Symbol;Acc:HGNC:23022],22,22484421,22508742,-1
Foxr2,ENSMUSG00000071665,forkhead box R2 [Source:MGI Symbol;Acc:MGI:3511682],X,151901782,151915857,1,ortholog_one2one,1,FOXR2,ENSG00000189299,forkhead box R2 [Source:HGNC Symbol;Acc:HGNC:30469],X,55623400,55626192,1
Ccbe1,ENSMUSG00000046318,collagen and calcium binding EGF domains 1 [Source:MGI Symbol;Acc:MGI:2445053],18,66178373,66435812,-1,ortholog_one2one,1,CCBE1,ENSG00000183287,collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426],18,59430939,59697662,-1
Rbpjl,ENSMUSG00000017007,recombination signal binding protein for immunoglobulin kappa J region-like [Source:MGI Symbol;Acc:MGI:1196616],2,164245061,164257368,1,ortholog_one2one,1,RBPJL,ENSG00000124232,recombination signal binding protein for immunoglobulin kappa J region like [Source:HGNC Symbol;Acc:HGNC:13761],20,45306840,45317824,1
Otud6a,ENSMUSG00000051582,OTU domain containing 6A [Source:MGI Symbol;Acc:MGI:3644685],X,99472619,99473491,1,ortholog_one2one,1,OTUD6A,ENSG00000189401,OTU deubiquitinase 6A [Source:HGNC Symbol;Acc:HGNC:32312],X,70062457,70064179,1
Tshz2,ENSMUSG00000047907,teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084],2,169474933,169913736,1,ortholog_one2one,1,TSHZ2,ENSG00000182463,teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010],20,52972358,53495330,1
Ankrd54,ENSMUSG00000033055,ankyrin repeat domain 54 [Source:MGI Symbol;Acc:MGI:2444209],15,78937294,78947093,-1,ortholog_one2one,1,ANKRD54,ENSG00000100124,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185],22,37830855,37849327,-1
Znrf3,ENSMUSG00000041961,zinc and ring finger 3 [Source:MGI Symbol;Acc:MGI:3039616],11,5226324,5394847,-1,ortholog_one2one,1,ZNRF3,ENSG00000183579,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126],22,28883572,29057488,1
Susd6,ENSMUSG00000021133,sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661],12,80837284,80927609,1,ortholog_one2one,1,SUSD6,ENSG00000100647,sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956],14,69611596,69715144,1
Uqcc1,ENSMUSG00000005882,ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1929472],2,155688814,155772230,-1,ortholog_one2one,1,UQCC1,ENSG00000101019,ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891],20,35302566,35412031,-1
Cybb,ENSMUSG00000015340,"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]",X,9301491,9354010,-1,ortholog_one2one,1,CYBB,ENSG00000165168,cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578],X,37780059,37813461,1
Rem1,ENSMUSG00000000359,rad and gem related GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1097696],2,152468871,152477118,1,ortholog_one2one,1,REM1,ENSG00000088320,RRAD and GEM like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:15922],20,31475288,31484895,1
Trmt2b,ENSMUSG00000067369,TRM2 tRNA methyltransferase 2B [Source:MGI Symbol;Acc:MGI:2442530],X,133123088,133177733,-1,ortholog_one2one,1,TRMT2B,ENSG00000188917,tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748],X,101009346,101052116,-1
Rgs19,ENSMUSG00000002458,regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153],2,181330212,181335770,-1,ortholog_one2one,1,RGS19,ENSG00000171700,regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735],20,64073181,64079988,-1
Abcg1,ENSMUSG00000024030,ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704],17,31276649,31336962,1,ortholog_one2one,1,ABCG1,ENSG00000160179,ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73],21,42199689,42297244,1
Ndp,ENSMUSG00000040138,Norrie disease (pseudoglioma) (human) [Source:MGI Symbol;Acc:MGI:102570],X,16751760,16778013,-1,ortholog_one2one,1,NDP,ENSG00000124479,norrin cystine knot growth factor NDP [Source:HGNC Symbol;Acc:HGNC:7678],X,43948776,43973395,-1
Gtf2f2,ENSMUSG00000067995,"general transcription factor IIF, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1915955]",14,76134377,76248305,-1,ortholog_one2one,1,GTF2F2,ENSG00000188342,general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653],13,45120510,45284893,1
Arhgef6,ENSMUSG00000031133,Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:1920591],X,56276845,56384089,-1,ortholog_one2one,1,ARHGEF6,ENSG00000129675,Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685],X,136665547,136780932,-1
Fundc1,ENSMUSG00000025040,FUN14 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919268],X,17422803,17438564,-1,ortholog_one2one,1,FUNDC1,ENSG00000069509,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],X,44523639,44542859,-1
Rab39b,ENSMUSG00000031202,"RAB39B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915040]",X,74615652,74621837,-1,ortholog_one2one,1,RAB39B,ENSG00000155961,"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]",X,155258235,155264491,-1
Slc16a2,ENSMUSG00000033965,"solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]",X,102741020,102865589,-1,ortholog_one2one,1,SLC16A2,ENSG00000147100,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923],X,74421493,74533917,1
Gga1,ENSMUSG00000033128,"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:MGI Symbol;Acc:MGI:2146207]",15,78761390,78778785,1,ortholog_one2one,1,GGA1,ENSG00000100083,"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]",22,37608725,37633564,1
4932438H23Rik,ENSMUSG00000039851,RIKEN cDNA 4932438H23 gene [Source:MGI Symbol;Acc:MGI:1921637],16,90850823,90892010,-1,ortholog_one2one,1,C21orf62,ENSG00000205929,chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305],21,32790673,32813743,-1
Ctif,ENSMUSG00000052928,CBP80/20-dependent translation initiation factor [Source:MGI Symbol;Acc:MGI:2685518],18,75564295,75830625,-1,ortholog_one2one,1,CTIF,ENSG00000134030,cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925],18,48539031,48863217,1
Cep128,ENSMUSG00000061533,centrosomal protein 128 [Source:MGI Symbol;Acc:MGI:1922466],12,90965266,91351183,-1,ortholog_one2one,1,CEP128,ENSG00000100629,centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359],14,80476983,80959517,-1
Zbtb7c,ENSMUSG00000044646,zinc finger and BTB domain containing 7C [Source:MGI Symbol;Acc:MGI:2443302],18,75953249,76281635,1,ortholog_one2one,1,ZBTB7C,ENSG00000184828,zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700],18,48026672,48410752,-1
Peli2,ENSMUSG00000021846,pellino 2 [Source:MGI Symbol;Acc:MGI:1891445],14,48358280,48519032,1,ortholog_one2one,1,PELI2,ENSG00000139946,pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828],14,56117814,56301524,1
Slc25a5,ENSMUSG00000016319,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]",X,36059304,36062460,1,ortholog_one2one,1,SLC25A5,ENSG00000005022,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],X,119468422,119471396,1
1700021F07Rik,ENSMUSG00000027518,RIKEN cDNA 1700021F07 gene [Source:MGI Symbol;Acc:MGI:1919471],2,173364379,173370294,1,ortholog_one2one,1,C20orf85,ENSG00000124237,chromosome 20 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:16216],20,58150902,58161150,1
Fbxo7,ENSMUSG00000001786,F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004],10,85857836,85887737,1,ortholog_one2one,1,FBXO7,ENSG00000100225,F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586],22,32474676,32498829,1
Ldb2,ENSMUSG00000039706,LIM domain binding 2 [Source:MGI Symbol;Acc:MGI:894670],5,44629474,44957022,-1,ortholog_one2one,1,LDB2,ENSG00000169744,LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533],4,16501541,16898678,-1
Hccs,ENSMUSG00000031352,holocytochrome c synthetase [Source:MGI Symbol;Acc:MGI:106911],X,168033189,168103368,-1,ortholog_one2one,1,HCCS,ENSG00000004961,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],X,11111301,11123086,1
Slc2a9,ENSMUSG00000005107,"solute carrier family 2 (facilitated glucose transporter), member 9 [Source:MGI Symbol;Acc:MGI:2152844]",5,38506616,38660486,-1,ortholog_one2one,1,SLC2A9,ENSG00000109667,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],4,9771153,10054936,-1
Msx1,ENSMUSG00000048450,msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168],5,37977829,37981927,-1,ortholog_one2one,1,MSX1,ENSG00000163132,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391],4,4859665,4863936,1
Txnl1,ENSMUSG00000024583,thioredoxin-like 1 [Source:MGI Symbol;Acc:MGI:1860078],18,63794165,63841872,-1,ortholog_one2one,1,TXNL1,ENSG00000091164,thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436],18,56597209,56651600,-1
Mcm3ap,ENSMUSG00000001150,minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089],10,76304761,76351691,1,ortholog_one2one,1,MCM3AP,ENSG00000160294,minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946],21,46235133,46286297,-1
Morc4,ENSMUSG00000031434,microrchidia 4 [Source:MGI Symbol;Acc:MGI:1922996],X,138722381,138772426,-1,ortholog_one2one,1,MORC4,ENSG00000133131,MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485],X,106813871,107000212,-1
Tubb1,ENSMUSG00000016255,"tubulin, beta 1 class VI [Source:MGI Symbol;Acc:MGI:107814]",2,174292488,174299675,1,ortholog_one2one,1,TUBB1,ENSG00000101162,tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257],20,59019429,59026654,1
Jam2,ENSMUSG00000053062,junction adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:1933820],16,84571011,84622816,1,ortholog_one2one,1,JAM2,ENSG00000154721,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686],21,25639258,25717562,1
Scp2d1,ENSMUSG00000027431,SCP2 sterol-binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1913578],2,144665576,144666335,1,ortholog_one2one,1,SCP2D1,ENSG00000132631,SCP2 sterol binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16211],20,18813783,18814378,1
Pabpc5,ENSMUSG00000034732,"poly(A) binding protein, cytoplasmic 5 [Source:MGI Symbol;Acc:MGI:2136401]",X,118836893,118839862,1,ortholog_one2one,1,PABPC5,ENSG00000174740,poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629],X,91434595,91438584,1
Spin4,ENSMUSG00000071722,"spindlin family, member 4 [Source:MGI Symbol;Acc:MGI:2444925]",X,94066116,94070288,-1,ortholog_one2one,1,SPIN4,ENSG00000186767,spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040],X,63347228,63351332,-1
Stk4,ENSMUSG00000018209,serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004],2,163912242,163997444,1,ortholog_one2one,1,STK4,ENSG00000101109,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408],20,44966479,45080021,1
Rtl5,ENSMUSG00000049191,retrotransposon Gag like 5 [Source:MGI Symbol;Acc:MGI:3045324],X,101110150,101114910,-1,ortholog_one2one,1,RTL5,ENSG00000242732,retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430],X,72127110,72131901,-1
Ercc6l,ENSMUSG00000051220,excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol;Acc:MGI:2654144],X,101185322,101200697,-1,ortholog_one2one,1,ERCC6L,ENSG00000186871,"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]",X,72204657,72239027,-1
Ankrd12,ENSMUSG00000034647,ankyrin repeat domain 12 [Source:MGI Symbol;Acc:MGI:1914357],17,66272693,66384084,-1,ortholog_one2one,1,ANKRD12,ENSG00000101745,ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135],18,9136228,9285985,1
Scaf4,ENSMUSG00000022983,SR-related CTD-associated factor 4 [Source:MGI Symbol;Acc:MGI:2146350],16,90022568,90081391,-1,ortholog_one2one,1,SCAF4,ENSG00000156304,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304],21,31671000,31732118,-1
Lman1,ENSMUSG00000041891,"lectin, mannose-binding, 1 [Source:MGI Symbol;Acc:MGI:1917611]",18,66113809,66155651,-1,ortholog_one2one,1,LMAN1,ENSG00000074695,"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]",18,59327823,59359265,-1
Pabpc1l,ENSMUSG00000054582,"poly(A) binding protein, cytoplasmic 1-like [Source:MGI Symbol;Acc:MGI:1922908]",2,163867370,163892458,1,ortholog_one2one,1,PABPC1L,ENSG00000101104,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797],20,44910060,44959035,1
Osbp2,ENSMUSG00000020435,oxysterol binding protein 2 [Source:MGI Symbol;Acc:MGI:1921559],11,3653731,3813903,-1,ortholog_one2one,1,OSBP2,ENSG00000184792,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504],22,30693782,30907824,1
Cbln2,ENSMUSG00000024647,cerebellin 2 precursor protein [Source:MGI Symbol;Acc:MGI:88282],18,86729235,86736408,1,ortholog_one2one,1,CBLN2,ENSG00000141668,cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544],18,72536680,72638521,-1
Rbm47,ENSMUSG00000070780,RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294],5,66173892,66330461,-1,ortholog_one2one,1,RBM47,ENSG00000163694,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358],4,40423267,40630875,-1
Kif4,ENSMUSG00000034311,kinesin family member 4 [Source:MGI Symbol;Acc:MGI:108389],X,99669343,99770820,1,ortholog_one2one,1,KIF4A,ENSG00000090889,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339],X,70290104,70420886,1
Gm42517,ENSMUSG00000105867,predicted gene 42517 [Source:MGI Symbol;Acc:MGI:5662654],5,108513939,108515788,-1,ortholog_one2one,1,TMEM271,ENSG00000273238,transmembrane protein 271 [Source:HGNC Symbol;Acc:HGNC:53639],4,573880,576295,-1
Smu1,ENSMUSG00000028409,smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1915546],4,40736542,40757923,-1,ortholog_one2one,1,SMU1,ENSG00000122692,SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247],9,33041765,33076674,-1
Slc14a2,ENSMUSG00000024552,"solute carrier family 14 (urea transporter), member 2 [Source:MGI Symbol;Acc:MGI:1351653]",18,78189363,78640157,-1,ortholog_one2one,1,SLC14A2,ENSG00000132874,solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919],18,45212995,45683688,1
Il15ra,ENSMUSG00000023206,"interleukin 15 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:104644]",2,11710101,11739128,1,ortholog_one2one,1,IL15RA,ENSG00000134470,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978],10,5943639,5978187,-1
Mex3c,ENSMUSG00000037253,mex3 RNA binding family member C [Source:MGI Symbol;Acc:MGI:2652843],18,73706115,73725646,1,ortholog_one2one,1,MEX3C,ENSG00000176624,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040],18,51174550,51218333,-1
